"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Thickness","Year","Gregorian year","Mintmark","Quantity","Grade","Collection","Public comment"
"Italy","Italy","Lira (1861-2001)","0.1","KM# 60","N# 1960","10 Centesimi - Vittorio Emanuele III","Standard circulation coin","1919-1937","Round","Copper","5.34","22.5","1.9","1924","1924","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","0.2","KM# 44","N# 1958","20 Centesimi - Vittorio Emanuele III","Standard circulation coin","1908-1935","Round","Nickel","4","21.5","1.53","1908","1908","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","0.2","KM# 75b","N# 1959","20 Centesimi - Vittorio Emanuele III (magnetic; reeded edge)","Standard circulation coin","1939-1943","Round","Acmonital (ferritic)","4","21.7","1.65","1942","1942","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","0.5","KM# 76b","N# 2278","50 Centesimi - Vittorio Emanuele III (magnetic)","Standard circulation coin","1939-1943","Round","Acmonital (ferritic)","6","24.1","1.97","1941","1941","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","1","KM# 91","N# 2615","1 Lira","Standard circulation coin","1951-2001","Round","Aluminium","0.625","17.2","1.2","1955","1955","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","2","KM# 63","N# 2682","2 Lire - Vittorio Emanuele III (Buono)","Standard circulation coin","1923-1935","Round","Nickel","10","29","2","1924","1924","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","5","KM# 92","N# 730","5 Lire","Standard circulation coin","1951-2001","Round","Aluminium","1","20.2","1.4","1954","1954","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","5","KM# 92","N# 730","5 Lire","Standard circulation coin","1951-2001","Round","Aluminium","1","20.2","1.4","1954","1954","R","1","F","Europe",""
"Italy","Italy","Lira (1861-2001)","10","KM# 93","N# 728","10 Lire","Standard circulation coin","1951-2001","Round","Aluminium","1.6","23.25","1.5","1973","1973","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","10","KM# 93","N# 728","10 Lire","Standard circulation coin","1951-2001","Round","Aluminium","1.6","23.25","1.5","1980","1980","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","20","KM# 97","N# 1113","20 Lire","Standard circulation coin","1957-2001","Round","Bronzital","3.6","21.25","1.67","1958","1958","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","20","KM# 97","N# 1113","20 Lire","Standard circulation coin","1957-2001","Round","Bronzital","3.6","21.25","1.67","1981","1981","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","50","KM# 95.1","N# 724","50 Lire (large type)","Standard circulation coin","1954-1989","Round","Acmonital","6.25","24.8","1.95","1975","1975","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","50","KM# 95.1","N# 724","50 Lire (large type)","Standard circulation coin","1954-1989","Round","Acmonital","6.25","24.8","1.95","1978","1978","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","50","KM# 95.2","N# 725","50 Lire (small type)","Standard circulation coin","1990-1995","Round","Stainless steel","2.7","17","2","1991","1991","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","50","KM# 183","N# 2992","50 Lire","Standard circulation coin","1996-2001","Round","Copper-nickel","4.5","19.2","1.92","1996","1996","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","100","KM# 96.1","N# 304","100 Lire (large type)","Standard circulation coin","1955-1989","Round","Stainless steel","8","27.8","2","1972","1972","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","100","KM# 96.1","N# 304","100 Lire (large type)","Standard circulation coin","1955-1989","Round","Stainless steel","8","27.8","2","1977","1977","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","100","KM# 96.2","N# 2551","100 Lire (small type)","Standard circulation coin","1990-1992","Round","Acmonital","3.3","18.2","1.86","1990","1990","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","100","KM# 96.2","N# 2551","100 Lire (small type)","Standard circulation coin","1990-1992","Round","Acmonital","3.3","18.2","1.86","1992","1992","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","100","KM# 159","N# 722","100 Lire","Standard circulation coin","1993-2001","Round","Copper-nickel","4.5","22","1.5","1993","1993","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","100","KM# 180","N# 2993","100 Lire (FAO)","Circulating commemorative coin","1995","Round","Copper-nickel","4.53","22","1.6","1995","1995","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","200","KM# 105","N# 303","200 Lire","Standard circulation coin","1977-2001","Round","Aluminium-bronze","5","24","1.64","1978","1978","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","200","KM# 105","N# 303","200 Lire","Standard circulation coin","1977-2001","Round","Aluminium-bronze","5","24","1.64","1995","1995","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","200","KM# 151","N# 1014","200 Lire (Philatelic Exhibition - Genoa'92)","Circulating commemorative coin","1992","Round","Aluminium-bronze","5","24","1.65","1992","1992","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","500","KM# 98","N# 2716","500 Lire","Standard circulation coin","1958-2001","Round","Silver (.835)","11","29.3","2","1959","1959","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","500","KM# 111","N# 302","500 Lire","Standard circulation coin","1982-2001","Round","Bimetallic: bronzital center in acmonital ring","6.8","25.8","1.8","1982","1982","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","500","KM# 111","N# 302","500 Lire","Standard circulation coin","1982-2001","Round","Bimetallic: bronzital center in acmonital ring","6.8","25.8","1.8","1991","1991","R","1","VF","Europe",""
"Italy","Italy","Lira (1861-2001)","500","KM# 187","N# 2223","500 Lire (Italian Traffic Police)","Circulating commemorative coin","1997","Round","Bimetallic: bronzital center in acmonital ring","6.8","25.75","1.9","1997","1997","R","1","XF","Europe",""
"Italy","Italy","Lira (1861-2001)","1000","KM# 190","N# 10791","1000 Lire (European Union; Old West Germany Map)","Standard circulation coin","1997","Round","Bimetallic: copper-nickel center in bronzital ring","8.8","27","2.1","1997","1997","R","1","XF","Europe",""
"Italy","Italy","Euro (2002-date)","0.01","KM# 210","N# 129","1 Euro Cent","Standard circulation coin","2002-2021","Round","Copper plated steel","2.3","16.25","1.67","2014","2014","R","1","XF","Euro Booklet",""
"Italy","Italy","Euro (2002-date)","0.02","KM# 211","N# 130","2 Euro Cent","Standard circulation coin","2002-2021","Round","Copper plated steel","3.06","18.75","1.67","2002","2002","R","1","VF","Euro Booklet",""
"Italy","Italy","Euro (2002-date)","0.05","KM# 212","N# 131","5 Euro Cent","Standard circulation coin","2002-2021","Round","Copper plated steel","3.92","21.25","1.67","2002","2002","R","1","VF","Euro Booklet",""
"Italy","Italy","Euro (2002-date)","0.1","KM# 213","N# 132","10 Euro Cent (1st map)","Standard circulation coin","2002-2007","Round","Nordic gold","4.1","19.75","1.93","2003","2003","R","1","VF","Europe",""
"Italy","Italy","Euro (2002-date)","0.1","KM# 247","N# 6380","10 Euro Cent (2nd map)","Standard circulation coin","2008-2021","Round","Nordic gold","4.1","19.75","1.93","2008","2008","R","1","XF","Euro Booklet",""
"Italy","Italy","Euro (2002-date)","0.2","KM# 248","N# 6381","20 Euro Cent (2nd map)","Standard circulation coin","2008-2021","Round","Nordic gold","5.74","22.25","2.14","2018","2018","R","1","XF","Euro Booklet",""
"Italy","Italy","Euro (2002-date)","0.5","KM# 215","N# 134","50 Euro Cent (1st map)","Standard circulation coin","2002-2007","Round","Nordic gold","7.8","24.25","2.38","2002","2002","R","1","XF","Euro Booklet",""
"Italy","Italy","Euro (2002-date)","1","KM# 216","N# 135","1 Euro (1st map)","Standard circulation coin","2002-2007","Round","Bimetallic: copper-nickel clad nickel center in nickel brass ring","7.5","23.25","2.33","2003","2003","R","1","VF","Europe",""
"Italy","Italy","Euro (2002-date)","1","KM# 250","N# 6383","1 Euro (2nd map)","Standard circulation coin","2008-2021","Round","Bimetallic: copper-nickel clad nickel center in nickel brass ring","7.5","23.25","2.33","2009","2009","R","1","XF","Euro Booklet",""
"Italy","Italy","Euro (2002-date)","2","KM# 217","N# 136","2 Euro (1st map)","Standard circulation coin","2002-2007","Round","Bimetallic: nickel brass clad nickel center in copper-nickel ring","8.5","25.75","2.2","2002","2002","R","1","XF","Euro Booklet",""
"Italy","Italy","Euro (2002-date)","2","KM# 246","N# 2199","2 Euro (2006 Winter Olympics - Turin)","Circulating commemorative coin","2006","Round","Bimetallic: nickel brass clad nickel center in copper-nickel ring","8.5","25.75","2.2","2006","2006","R","1","VF","Europe",""
"Italy","Italy","Euro (2002-date)","2","KM# 357","N# 45254","2 Euro (Giuseppe Verdi)","Circulating commemorative coin","2013","Round","Bimetallic: nickel brass clad nickel center in copper-nickel ring","8.5","25.75","2.2","2013","2013","R","1","XF","Europe",""
"Italy","Italy","Euro (2002-date)","2","KM# 377","N# 64092","2 Euro (Galileo Galilei)","Circulating commemorative coin","2014","Round","Bimetallic: nickel brass clad nickel center in copper-nickel ring","8.5","25.75","2.2","2014","2014","R","1","XF","Europe",""
"Jamaica","Jamaica","Dollar (1969-date)","0.1","KM# 47","N# 934","10 Cents (Wide legend; non-magnetic)","Standard circulation coin","1969-1989","Round","Copper-nickel","5.75","23.6","1.73","1969","1969","","1","VF","South America / Caribbean",""
"Jamaica","Jamaica","Dollar (1969-date)","1","KM# 189","N# 14369","1 Dollar (Round)","Standard circulation coin","2008-2020","Round","Nickel clad steel","2.9","18.5","2","2012","2012","","1","VF","South America / Caribbean",""
"Jamaica","Jamaica","Dollar (1969-date)","5","KM# 163","N# 3531","5 Dollars","Standard circulation coin","1994-2018","Round","Stainless steel","4.2","21.46","1.71","1996","1996","","1","VF","South America / Caribbean",""
"Jamaica","Jamaica","Dollar (1969-date)","10","KM# 181","N# 3813","10 Dollars (Scalloped)","Standard circulation coin","1999-2005","Scalloped (with 12 notches)","Nickel plated steel","5.94","24","1.8","2005","2005","","1","VF","South America / Caribbean",""
"Jamaica","Jamaica","Dollar (1969-date)","20","KM# 182","N# 2441","20 Dollars (Non-magnetic)","Standard circulation coin","2000-2008","Round","Bimetallic: copper-nickel center in brass ring","7.8","23","2.5","2006","2006","","1","VF","South America / Caribbean",""
"Japan","Japan","Yen (1871-date)","1","Y# 74","N# 1590","1 Yen - Shōwa","Standard circulation coin","1955-1989","Round","Aluminium (100% Aluminium)","1","20","1.2","60","1985","","1","VF","World Coins / Other",""
"Japan","Japan","Yen (1871-date)","1","Y# 95","N# 983","1 Yen - Heisei","Standard circulation coin","1989-2019","Round","Aluminium (100% Aluminium)","1","20","1.2","6","1994","","1","VF","World Coins / Other",""
"Japan","Japan","Yen (1871-date)","5","Y# 72a","N# 929","5 Yen - Shōwa (Gothic style)","Standard circulation coin","1959-1989","Round with a hole","Brass","3.75","22","1.5","54","1979","","1","VF","World Coins / Other",""
"Japan","Japan","Yen (1871-date)","10","Y# 97","N# 3047","10 Yen - Heisei","Standard circulation coin","1989-2019","Round","Bronze","4.5","23.5","1.5","18","2006","","1","VF","World Coins / Other",""
"Japan","Japan","Yen (1871-date)","50","Y# 81","N# 1026","50 Yen - Shōwa","Standard circulation coin","1967-1988","Round with a hole","Copper-nickel","4","21","1.7","48","1973","","1","XF","World Coins / Other",""
"Japan","Japan","Yen (1871-date)","100","Y# 98","N# 2121","100 Yen - Heisei","Standard circulation coin","1989-2019","Round","Copper-nickel","4.8","22.6","1.69","18","2006","","1","XF","World Coins / Other",""
"Jersey","Jersey","Pound (decimalized, 1971-date)","0.05","KM# 32","N# 4102","5 New Pence - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1980","Round","Copper-nickel","5.65","23.59","1.78","1968","1968","","1","VF","Europe",""
"Kazakhstan","Kazakhstan","Tenge (1993-date)","0.5","KM# 5","N# 1542","50 Tyin","Standard circulation coin","1993","Round","Brass plated zinc","6.8","25.1","2.1","1993","1993","ҚҰБ","1","XF","World Coins / Other",""
"Kazakhstan","Kazakhstan","Tenge (1993-date)","1","KM# 23","N# 6206","1 Tenge (non-magnetic)","Standard circulation coin","1997-2016","Round","Nickel brass","1.63","15","1.3","2004","2004","","1","AU","World Coins / Other",""
"Kazakhstan","Kazakhstan","Tenge (1993-date)","10","","N# 49635","10 Tenge (magnetic)","Standard circulation coin","2013-2018","Round","Brass plated steel","2.8","19.56","1.45","2014","2014","ҚҰБ","1","VF","World Coins / Other",""
"Kenya","Kenya","Shilling (1966-date)","1","KM# 14","N# 1845","1 Shilling (with legend)","Standard circulation coin","1969-1978","Round","Copper-nickel","8","27.8","1.6","1975","1975","","1","VF","World Coins / Other",""
"Kenya","Kenya","Shilling (1966-date)","5","KM# 23","N# 2264","5 Shillings","Standard circulation coin","1985","Reuleaux heptagon","Copper-nickel","13.5","30","2.4","1985","1985","","1","XF","World Coins / Other",""
"Kuwait","Kuwait","Dinar (1960-1990 and 1991-date)","0.02","KM# 12","N# 3038","20 Fils - Abdullah III / Sabāh III / Jāber III / Sabah IV (non-magnetic)","Standard circulation coin","1962-2011","Round","Copper-nickel","3","20","1.36","1422","2001","","1","XF","World Coins / Other",""
"Kyrgyzstan","Kyrgyzstan","Som (1993-date)","10","KM# 43","N# 15545","10 Som","Standard circulation coin","2009","Round","Nickel plated steel","5.4","24.5","1.7","2009","2009","","1","XF","World Coins / Other",""
"Latvia","Latvia","New lats (1993-2013)","1","KM# 12","N# 3945","1 Lats (Salmon)","Standard circulation coin","1992-2008","Round","Copper-nickel","4.8","21.75","1.8","1992","1992","","1","XF","Europe",""
"Libya","Libya","Dinar (1977-date)","0.05","KM# 22","N# 8693","50 Dirhams","Standard circulation coin","1979","Scalloped (with 16 scallops)","Copper-nickel","6.3","25","1.53","1399","1979","","1","XF","World Coins / Other",""
"Lithuania","Lithuania","New litas (1993-2014)","0.01","KM# 85","N# 3112","1 Centas","Standard circulation coin","1991","Round","Aluminium","0.83","18.75","1.3","1991","1991","","1","XF","Europe",""
"Lithuania","Lithuania","New litas (1993-2014)","0.02","KM# 86","N# 3519","2 Centai","Standard circulation coin","1991","Round","Aluminium","1.12","21.75","1.3","1991","1991","","1","VF","Europe",""
"Lithuania","Lithuania","New litas (1993-2014)","1","KM# 111","N# 5463","1 Litas","Standard circulation coin","1998-2014","Round","Copper-nickel","6.25","22.3","2.2","2002","2002","","1","VF","Europe",""
"Luxembourg","Luxembourg","Franc (1854-2001)","1","L# 299","N# 251","1 Franc - Charlotte (small Type)","Standard circulation coin","1952-1964","Round","Copper-nickel","4","21","1.6","1957","1957","","1","VF","Europe",""
"Madagascar","Madagascar","Ariary (1961-date)","4","KM# 12","N# 1852","20 Francs / 4 Ariary (FAO)","Standard circulation coin","1970-1989","Round","Aluminium-bronze","6","24.5","1.5","1971","1971","","1","XF","World Coins / Other",""
"Malaysia","Malaya","Dollar (1939-1953)","0.01","KM# 6","N# 3461","1 Cent - George VI (small type)","Standard circulation coin","1943-1945","Square","Bronze","4.21","20","1.64","1943","1943","","1","VF","World Coins / Other",""
"Malaysia","Malaysia","Ringgit (1967-date)","0.01","KM# 49","N# 931","1 Sen","Standard circulation coin","1989-2008","Round","Copper clad steel","1.74","17.78","1.26","1996","1996","","1","VF","World Coins / Other",""
"Malaysia","Malaysia","Ringgit (1967-date)","0.1","KM# 51","N# 1656","10 Sen - Agong","Standard circulation coin","1989-2011","Round","Copper-nickel","2.82","19.4","1.37","2006","2006","","1","F","World Coins / Other",""
"Malaysia","Malaysia","Ringgit (1967-date)","0.2","KM# 52","N# 1658","20 Sen - Agong","Standard circulation coin","1989-2011","Round","Copper-nickel","5.66","23.59","1.75","1989","1989","","1","VF","World Coins / Other",""
"Malta","Malta","Lira (1972-2007)","0.01","KM# 93","N# 1777","1 Cent","Standard circulation coin","1991-2007","Round","Nickel brass","2.8","18.6","1.4","2001","2001","","1","F","Europe",""
"Malta","Malta","Lira (1972-2007)","0.05","KM# 95","N# 1780","5 Cents","Standard circulation coin","1991-2007","Round","Copper-nickel","3.51","20","1.6","1995","1995","","1","F","Europe",""
"Malta","Malta","Lira (1972-2007)","0.1","KM# 76","N# 2024","10 Cents","Standard circulation coin","1986","Round","Copper-nickel","5.01","22","","1986","1986","","1","VF","Europe",""
"Malta","Malta","Lira (1972-2007)","0.25","KM# 29","N# 4170","25 Cents (1st Anniversary of Republic)","Circulating commemorative coin","1975","Octagonal (8-sided)","Brass","10.5","30","2.1","1975","1975","","1","F","Europe",""
"Malta","Malta","Lira (1972-2007)","0.5","KM# 12","N# 4992","50 Cents","Standard circulation coin","1972-1981","Decagonal (10-sided)","Copper-nickel","13.6","32.85","","1972","1972","","1","VF","Europe",""
"Mauritius","Mauritius","Rupee (1877-date)","1","KM# 55","N# 1835","1 Rupee","Standard circulation coin","1987-2010","Round","Copper-nickel","7.45","26.5","1.8","1991","1991","","1","VF","World Coins / Other",""
"Mexico","Mexico","Peso (1863-1992)","0.1","KM# 434","N# 3157","10 Centavos","Standard circulation coin","1974-1980","Round","Copper-nickel","1.52","15","1","1979","1979","Mo","1","XF","North America / Oceania",""
"Mexico","Mexico","Peso (1863-1992)","0.5","KM# 451","N# 1030","50 Centavos","Standard circulation coin","1964-1969","Round","Copper-nickel","6.5","25","1.9","1968","1968","Mo","1","XF","North America / Oceania",""
"Mexico","Mexico","Peso (1863-1992)","0.5","KM# 452","N# 3951","50 Centavos","Standard circulation coin","1970-1983","Round","Copper-nickel","6.5","25","1.9","1981","1981","Mo","1","VF","North America / Oceania",""
"Mexico","Mexico","Peso (1863-1992)","2","KM# 461","N# 13933","2 Pesos","Standard circulation coin","1919-1948","Round","Gold (.900)","1.666","13","","1945","1945","Mo","1","XF","North America / Oceania",""
"Mexico","Mexico","Peso (1863-1992)","5","KM# 485","N# 818","5 Pesos","Standard circulation coin","1980-1985","Round","Copper-nickel","10.25","27.24","2.21","1980","1980","Mo","1","VF","North America / Oceania",""
"Mexico","Mexico","Peso (1863-1992)","10","KM# 477","N# 1072","10 Pesos","Standard circulation coin","1974-1985","Equilaterally curved heptagonal (7-sided)","Copper-nickel","10.2","30.5","2.36","1978","1978","Mo","1","XF","North America / Oceania",""
"Mexico","Mexico","Peso (1863-1992)","20","KM# 486","N# 987","20 Pesos","Standard circulation coin","1980-1984","Round","Copper-nickel","15.2","32.06","2.44","1981","1981","Mo","1","VF","North America / Oceania",""
"Mexico","Mexico","Peso (1863-1992)","100","KM# 493","N# 961","100 Pesos","Standard circulation coin","1984-1992","Round","Aluminium-bronze","11.97","26.5","2.8","1985","1985","Mo","1","F","North America / Oceania",""
"Mexico","Mexico","New Peso (1992-date)","0.1","KM# 547","N# 581","10 Centavos (large type)","Standard circulation coin","1992-2009","Round","Stainless steel","2.08","17","1.33","2008","2008","Mo","1","VF","North America / Oceania",""
"Mexico","Mexico","New Peso (1992-date)","0.5","KM# 549","N# 583","50 Centavos (large type)","Standard circulation coin","1992-2009","Scalloped (with 12 notches)","Aluminium-bronze","4.39","22","1.78","2001","2001","Mo","1","VF","North America / Oceania",""
"Mexico","Mexico","New Peso (1992-date)","0.5","KM# 936","N# 18097","50 Centavos (small type)","Standard circulation coin","2009-2021","Round","Stainless steel","3.103","17","2.15","2015","2015","Mo","1","XF","North America / Oceania",""
"Mexico","Mexico","New Peso (1992-date)","1","KM# 603","N# 585","1 Peso","Standard circulation coin","1996-2021","Round","Bimetallic: aluminium-bronze center in stainless steel ring","3.95","21","1.6","2008","2008","Mo","1","VF","North America / Oceania",""
"Mexico","Mexico","New Peso (1992-date)","2","KM# 604","N# 587","2 Pesos","Standard circulation coin","1996-2021","Round","Bimetallic: aluminium-bronze center in stainless steel ring","5.19","23","1.4","2004","2004","Mo","1","VF","North America / Oceania",""
"Mexico","Mexico","New Peso (1992-date)","5","KM# 605","N# 589","5 Pesos","Standard circulation coin","1997-2021","Round","Bimetallic: aluminium-bronze center in stainless steel ring","7.07","25.5","2.03","2013","2013","Mo","1","XF","North America / Oceania",""
"Monaco","Monaco","Nouveau franc (1960-2001)","1","KM# 140","N# 806","1 Franc - Rainier III","Standard circulation coin","1960-1995","Round","Nickel","6","24","2","1977","1977","","1","VF","Europe",""
"Morocco","Morocco","Franc (1921-1974)","5","Y# 48","N# 944","5 Francs - Mohammed V","Standard circulation coin","1951","Round","Aluminium","1.9","25","1.7","1370","1951","","1","VF","World Coins / Other",""
"Morocco","Morocco","Dirham (1960-date)","0.05","Y# 59","N# 802","5 Santimat / Centimes - Hassan II (FAO)","Circulating commemorative coin","1974","Round","Aluminium-bronze","2","17.48","1.25","1394","1974","","1","VF","World Coins / Other",""
"Namibia","Namibia","Dollar (1993-date)","0.1","KM# 2","N# 4784","10 Cents","Standard circulation coin","1993-2012","Round","Nickel plated steel","3.4","21.5","1.3","2009","2009","","1","VF","World Coins / Other",""
"Namibia","Namibia","Dollar (1993-date)","1","KM# 4","N# 6050","1 Dollar","Standard circulation coin","1993-2010","Round","Brass","5","22.6","1.9","2010","2010","","1","VF","World Coins / Other",""
"Nepal","Nepal","Rupee (1932-date)","1","KM# 1204","N# 11191","1 Rupee - Monarchy/Republic","Standard circulation coin","2007-2009","Round","Brass plated steel","4","20","1.8","2066","2009","","1","XF","World Coins / Other",""
"Netherlands","Netherlands","Gulden (decimalized, 1817-2001)","0.01","KM# 170","N# 3368","1 Cent - Wilhelmina (German Occupation)","Standard circulation coin","1941-1944","Round","Zinc","2","17","1.5","1942","1942","","1","VF","Europe",""
"Netherlands","Netherlands","Gulden (decimalized, 1817-2001)","0.05","KM# 181","N# 663","5 Cent - Juliana","Standard circulation coin","1950-1980","Round","Bronze","3.5","21","1.44","1958","1958","","1","VF","Europe",""
"Netherlands","Netherlands","Gulden (decimalized, 1817-2001)","0.1","KM# 182","N# 734","10 Cents - Juliana","Standard circulation coin","1950-1980","Round","Nickel","1.5","15","1.21","1972","1972","","1","VF","Europe",""
"Netherlands","Netherlands","Gulden (decimalized, 1817-2001)","0.25","KM# 183","N# 656","25 Cents - Juliana","Standard circulation coin","1950-1980","Round","Nickel","3","19","1.61","1980","1980","","1","VF","Europe",""
"Netherlands","Netherlands","Gulden (decimalized, 1817-2001)","1","KM# 184a","N# 738","1 Gulden - Juliana","Standard circulation coin","1967-1980","Round","Nickel","6","25","1.81","1968","1968","","1","VF","Europe",""
"New Caledonia","New Caledonia","CFP Franc (1945-date)","2","KM# 14","N# 1398","2 Francs","Standard circulation coin","1973-2020","Round","Aluminium","2.2","27","1.76","1987","1987","","1","XF","North America / Oceania",""
"New Zealand","New Zealand","Pound (1840-1967)","0.004166666666667","KM# 24","N# 1591","1 Penny - Elizabeth II (1st portrait)","Standard circulation coin","1953-1965","Round","Bronze","9.6","31","1.7","1958","1958","","1","VF","North America / Oceania",""
"New Zealand","New Zealand","Pound (1840-1967)","0.025","KM# 16","N# 9765","6 Pence - George VI (3rd type)","Standard circulation coin","1948-1952","Round","Copper-nickel","2.83","19.3","1.35","1951","1951","","1","VF","North America / Oceania",""
"New Zealand","New Zealand","Pound (1840-1967)","0.1","KM# 28","N# 6081","1 Florin - Elizabeth II (1st Portrait)","Standard circulation coin","1953-1965","Round","Copper-nickel","11.31","28.58","2.22","1965","1965","","1","VF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","0.01","KM# 31","N# 1846","1 Cent - Elizabeth II (2nd portrait)","Standard circulation coin","1967-1985","Round","Bronze","2.05","17.5","1.18","1975","1975","","1","VF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","0.02","KM# 32","N# 5215","2 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1967-1985","Round","Bronze","4.15","21.1","1.7","1975","1975","","1","VF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","0.05","KM# 116","N# 3912","5 Cents - Elizabeth II (4th portrait)","Standard circulation coin","1999-2006","Round","Copper-nickel","2.83","19.43","1.3","2001","2001","","1","VF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","0.1","KM# 117a","N# 3297","10 Cents - Elizabeth II (4th portrait; magnetic, small type)","Standard circulation coin","2006-2021","Round","Copper plated steel","3.3","20.5","1.58","2006","2006","","1","VF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","0.2","KM# 62","N# 3914","20 Cents - Elizabeth II (3rd portrait; Kiwi)","Standard circulation coin","1986-1989","Round","Copper-nickel","11.31","28.58","2.22","1988","1988","","1","VF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","0.2","KM# 118a","N# 2619","20 Cents - Elizabeth II (4th portrait; Pukaki, magnetic)","Standard circulation coin","2006-2021","Round with 7 indents to rim","Nickel plated steel","4","21.75","1.56","2008","2008","","1","XF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","0.5","KM# 119a","N# 3927","50 Cents - Elizabeth II (4th portrait; magnetic)","Standard circulation coin","2006-2021","Round","Nickel plated steel","5","24.75","1.7","2006","2006","","1","XF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","0.5","","N# 139787","50 Cents - Elizabeth II (4th Portrait; Centenary of the 1918 Armistice)","Circulating commemorative coin","2018","Round.","Nickel plated steel (Pad Printed)","5","24.75","1.7","2018","2018","","1","AU","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","1","KM# 120","N# 2620","1 Dollar - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2021","Round","Aluminium-bronze","8","23","2.74","2015","2015","","1","XF","North America / Oceania",""
"New Zealand","New Zealand","Dollar (1967-date)","2","KM# 121","N# 3928","2 Dollars - Elizabeth II (4th Portrait)","Standard circulation coin","1999-2021","Round","Aluminium-bronze","10","26.5","2.7","2015","2015","","1","XF","North America / Oceania",""
"Nicaragua","Nicaragua","Third Córdoba ""Oro"" (1991-date)","1","KM# 101","N# 6094","1 Córdoba","Standard circulation coin","2002-2014","Round","Nickel clad steel","6.25","25","1.8","2007","2007","","1","VF","South America / Caribbean",""
"Nigeria","Nigeria","Naira (1973-date)","0.1","KM# 10.1","N# 4461","10 Kobo","Standard circulation coin","1973-1976","Round","Copper-nickel","4","22.6","1.2","1973","1973","","1","F","World Coins / Other",""
"Nigeria","Nigeria","Naira (1973-date)","2","KM# 19","N# 5143","2 Naira","Standard circulation coin","2006","Round","Bimetallic: stainless steel center in copper plated steel ring","7.48","26","2.05","2006","2006","","1","XF","World Coins / Other",""
"North Korea","North Korea","Second Won (1959-2009)","0.01","KM# 1","N# 5530","1 Chon (General issue)","Standard circulation coin","1959-1970","Round","Aluminium","0.64","16","1.4","1959","1959","","1","XF","World Coins / Other",""
"North Macedonia","North Macedonia","Second denar (1993-date)","1","KM# 2","N# 3108","1 Denar","Standard circulation coin","1993-2014","Round","Nickel brass","5.1","23.8","1.5","2001","2001","","1","VF","Europe",""
"North Macedonia","North Macedonia","Second denar (1993-date)","2","KM# 3","N# 4028","2 Denari","Standard circulation coin","1993-2014","Round","Brass","6.2","25.5","2","2001","2001","","1","VF","Europe",""
"North Macedonia","North Macedonia","Second denar (1993-date)","5","KM# 4","N# 6067","5 Denari","Standard circulation coin","1993-2014","Round","Nickel brass","7.2","27.5","1.6","2001","2001","","1","VF","Europe",""
"Norway","Norway","Krone (1875-date)","0.01","KM# 403","N# 1424","1 Øre - Olav V","Standard circulation coin","1958-1972","Round","Bronze (97% Cu, 2.5% Zn, 0.5% Sn)","2","16","1.4","1964","1964","","1","VF","Europe",""
